Rooms,Type,Price,Distance,Bathroom,Car,logLandsize,logBuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Propertycount,Method_S,Method_SP,Method_VB,Regionname_Northern_Metropolitan,Regionname_South_Eastern_Metropolitan,Regionname_Southern_Metropolitan,Regionname_Victoria,Regionname_Western_Metropolitan,month,year,day_of_week
3,1,887000.0,9.2,1.0,2.0,2.7489628612561616,2.103803720955957,1970.0,1,-37.7266,144.9647,3445.0,1,0,0,1,0,0,0,0,4,2017,5
4,1,770000.0,9.2,1.0,1.0,2.7371926427047373,2.103803720955957,1970.0,1,-37.7304,144.9605,3445.0,1,0,0,1,0,0,0,0,5,2017,5
4,1,1070000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,3445.0,1,0,0,1,0,0,0,0,5,2017,5
2,2,330000.0,9.2,1.0,1.0,0.0,2.103803720955957,1970.0,1,-37.7218,144.9563,3445.0,0,0,1,1,0,0,0,0,4,2017,5
3,3,801000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,3445.0,1,0,0,1,0,0,0,0,4,2017,5
3,1,761000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,3445.0,1,0,0,1,0,0,0,0,4,2017,5
4,1,968000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,3445.0,1,0,0,1,0,0,0,0,4,2017,5
2,2,535000.0,1.6,1.0,1.0,0.0,1.806179973983887,1970.0,0,-37.7981,144.9883,4553.0,1,0,0,1,0,0,0,0,5,2017,5
3,3,1308000.0,1.6,1.0,2.0,2.100370545117563,2.103803720955957,1990.0,0,-37.7953,144.9864,4553.0,1,0,0,1,0,0,0,0,4,2017,5
2,3,945000.0,1.6,1.0,1.0,4.201424437579911,1.99563519459755,1880.0,0,-37.8035,144.985,4553.0,1,0,0,1,0,0,0,0,4,2017,5
1,2,550000.0,1.6,1.0,0.0,0.0,2.103803720955957,1995.0,0,-37.8053,144.9833,4553.0,0,0,1,1,0,0,0,0,4,2017,5
3,1,1309000.0,1.6,1.0,0.0,2.2278867046136734,2.103803720955957,1970.0,0,-37.7975,144.9924,4553.0,1,0,0,1,0,0,0,0,5,2017,5
3,1,1300000.0,1.6,1.0,1.0,2.322219294733919,2.103803720955957,1970.0,0,-37.8011,144.9861,4553.0,1,0,0,1,0,0,0,0,5,2017,5
2,1,888000.0,1.6,1.0,0.0,2.0530784434834195,2.0043213737826426,1900.0,0,-37.8001,144.9901,4553.0,1,0,0,1,0,0,0,0,5,2017,5
2,3,1075000.0,1.6,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,4553.0,1,0,0,1,0,0,0,0,4,2017,5
3,2,1000000.0,1.6,2.0,2.0,0.0,2.173186268412274,2005.0,0,-37.8083,144.9908,4553.0,0,1,0,1,0,0,0,0,4,2017,5
2,2,500000.0,1.6,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,4553.0,0,0,1,1,0,0,0,0,4,2017,5
3,1,1350000.0,2.5,1.0,1.0,2.0718820073061255,2.1702617153949575,1900.0,0,-37.8298,144.9923,1123.0,1,0,0,1,0,0,0,0,5,2017,5
2,1,855000.0,2.5,1.0,0.0,2.0718820073061255,2.103803720955957,1970.0,0,-37.8262,144.9922,1123.0,1,0,0,1,0,0,0,0,4,2017,5
3,1,840000.0,13.9,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,9028.0,0,0,0,0,0,0,0,0,5,2017,5
2,2,752000.0,13.9,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,9028.0,1,0,0,0,0,0,0,0,5,2017,5
4,1,1480000.0,13.9,2.0,2.0,2.8175653695597807,2.103803720955957,1965.0,13,-37.7833,145.1302,9028.0,1,0,0,0,0,0,0,0,4,2017,5
4,1,1300000.0,13.9,2.0,2.0,2.9410142437055695,2.2695129442179165,1970.0,13,-37.7906,145.1138,9028.0,0,0,0,0,0,0,0,0,4,2017,5
4,1,1400000.0,13.9,2.0,2.0,2.8228216453031045,2.1789769472931693,1980.0,13,-37.7895,145.1116,9028.0,0,0,0,0,0,0,0,0,4,2017,5
3,1,1542000.0,13.9,2.0,2.0,2.9916690073799486,2.103803720955957,1970.0,13,-37.7883,145.1387,9028.0,1,0,0,0,0,0,0,0,4,2017,5
4,1,1740000.0,13.9,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,9028.0,1,0,0,0,0,0,0,0,4,2017,5
3,1,1380000.0,13.9,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,9028.0,1,0,0,0,0,0,0,0,5,2017,5
3,2,950000.0,13.9,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,9028.0,1,0,0,0,0,0,0,0,5,2017,5
5,1,1360000.0,13.9,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,9028.0,1,0,0,0,0,0,0,0,5,2017,5
4,1,1100000.0,13.9,3.0,2.0,2.8208579894397,2.2329961103921536,1965.0,13,-37.7905,145.1433,9028.0,0,0,0,0,0,0,0,0,5,2017,5
3,1,1489000.0,13.9,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,9028.0,1,0,0,0,0,0,0,0,5,2017,5
2,2,782000.0,13.9,1.0,1.0,2.4183012913197452,2.103803720955957,1984.0,13,-37.7731,145.1044,9028.0,1,0,0,0,0,0,0,0,4,2017,5
4,3,1090000.0,13.9,3.0,2.0,2.385606273598312,2.103803720955957,1995.0,13,-37.7866,145.1046,9028.0,1,0,0,0,0,0,0,0,4,2017,5
3,1,1700000.0,13.9,2.0,2.0,2.9143431571194407,2.103803720955957,1970.0,13,-37.7803,145.1248,9028.0,1,0,0,0,0,0,0,0,4,2017,5
3,1,1355000.0,13.9,1.0,1.0,2.9111576087399764,2.0827853703164503,1965.0,13,-37.7909,145.1309,9028.0,1,0,0,0,0,0,0,0,4,2017,5
4,1,1880000.0,13.9,2.0,2.0,2.9111576087399764,2.103803720955957,1970.0,13,-37.7859,145.12,9028.0,1,0,0,0,0,0,0,0,4,2017,5
4,1,1545000.0,13.9,3.0,2.0,2.8115750058705933,2.103803720955957,1970.0,13,-37.7819,145.1184,9028.0,1,0,0,0,0,0,0,0,4,2017,5
4,1,1955000.0,13.9,2.0,2.0,3.0145205387579237,2.103803720955957,1970.0,13,-37.7929,145.1184,9028.0,1,0,0,0,0,0,0,0,4,2017,5
2,2,655000.0,13.9,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,9028.0,1,0,0,0,0,0,0,0,4,2017,5
2,2,440000.0,8.0,1.0,1.0,2.9647309210536292,2.103803720955957,1970.0,2,-37.749,144.9067,9264.0,1,0,0,0,0,0,0,1,5,2017,5
3,1,1700000.0,8.0,2.0,1.0,2.8830933585756897,2.103803720955957,1970.0,2,-37.7573,144.9221,9264.0,1,0,0,0,0,0,0,1,5,2017,5
3,1,1070000.0,8.0,1.0,2.0,2.561101383649056,2.103803720955957,1970.0,2,-37.7445,144.9054,9264.0,0,0,1,0,0,0,0,1,5,2017,5
3,2,1000000.0,8.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,9264.0,0,0,1,0,0,0,0,1,5,2017,5
2,1,745000.0,8.0,1.0,1.0,2.5352941200427703,2.103803720955957,1970.0,2,-37.7459,144.8962,9264.0,1,0,0,0,0,0,0,1,5,2017,5
4,1,1400000.0,8.0,2.0,1.0,2.428134794028789,2.103803720955957,1970.0,2,-37.7558,144.9106,9264.0,0,0,1,0,0,0,0,1,4,2017,5
3,1,1000000.0,8.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,9264.0,1,0,0,0,0,0,0,1,4,2017,5
3,1,1400000.0,8.0,2.0,2.0,2.5563025007672873,2.103803720955957,1970.0,2,-37.7427,144.898,9264.0,1,0,0,0,0,0,0,1,4,2017,5
5,1,2020000.0,8.0,3.0,3.0,2.954724790979063,1.6127838567197355,1970.0,2,-37.7485,144.9036,9264.0,1,0,0,0,0,0,0,1,4,2017,5
1,2,325000.0,8.0,1.0,1.0,0.0,1.7075701760979363,1970.0,2,-37.7537,144.917,9264.0,1,0,0,0,0,0,0,1,4,2017,5
3,1,1400000.0,8.0,1.0,1.0,2.762678563727436,2.103803720955957,1970.0,2,-37.7526,144.9089,9264.0,0,1,0,0,0,0,0,1,5,2017,5
2,2,700000.0,8.0,1.0,1.0,2.401400540781544,2.103803720955957,1970.0,2,-37.7491,144.8968,9264.0,0,0,1,0,0,0,0,1,5,2017,5
4,1,1510000.0,8.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,9264.0,1,0,0,0,0,0,0,1,5,2017,5
5,1,1652000.0,8.0,2.0,1.0,2.843855422623161,2.294466226161593,1920.0,2,-37.7459,144.9159,9264.0,1,0,0,0,0,0,0,1,5,2017,5
3,1,1131000.0,8.0,1.0,1.0,2.5888317255942073,2.1335389083702174,1900.0,2,-37.755,144.9272,9264.0,1,0,0,0,0,0,0,1,5,2017,5
5,1,1607500.0,8.0,3.0,1.0,2.842609239610562,2.103803720955957,1970.0,2,-37.7577,144.9267,9264.0,1,0,0,0,0,0,0,1,5,2017,5
2,2,450000.0,8.0,1.0,1.0,0.0,1.8750612633917,1970.0,2,-37.7552,144.9211,9264.0,0,0,1,0,0,0,0,1,5,2017,5
1,2,310000.0,8.0,1.0,1.0,2.9273703630390235,1.662757831681574,1977.0,2,-37.7469,144.9206,9264.0,0,1,0,0,0,0,0,1,5,2017,5
3,1,1400000.0,8.0,1.0,1.0,2.678518379040114,2.103803720955957,1970.0,2,-37.7495,144.9157,9264.0,1,0,0,0,0,0,0,1,5,2017,5
4,1,1720000.0,8.0,2.0,2.0,2.806179973983887,2.103803720955957,1970.0,2,-37.7471,144.9157,9264.0,1,0,0,0,0,0,0,1,5,2017,5
3,1,983000.0,8.0,3.0,2.0,2.4913616938342726,2.103803720955957,1970.0,2,-37.7457,144.8912,9264.0,1,0,0,0,0,0,0,1,5,2017,5
1,2,330000.0,8.0,1.0,1.0,0.0,2.103803720955957,2014.0,2,-37.7478,144.912,9264.0,0,0,1,0,0,0,0,1,5,2017,5
4,3,1162500.0,8.0,2.0,1.0,2.3636119798921444,2.103803720955957,1970.0,2,-37.7547,144.9239,9264.0,1,0,0,0,0,0,0,1,5,2017,5
3,1,1926000.0,8.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,9264.0,1,0,0,0,0,0,0,1,5,2017,5
2,2,707000.0,8.0,1.0,1.0,2.255272505103306,2.103803720955957,1970.0,2,-37.7514,144.8966,9264.0,1,0,0,0,0,0,0,1,4,2017,5
3,2,700000.0,8.0,1.0,1.0,2.357934847000454,2.0827853703164503,2005.0,2,-37.7496,144.892,9264.0,1,0,0,0,0,0,0,1,4,2017,5
2,2,510000.0,8.0,2.0,1.0,0.0,2.103803720955957,1970.0,2,-37.7465,144.91,9264.0,0,0,0,0,0,0,0,1,4,2017,5
2,2,610000.0,8.0,1.0,1.0,0.0,1.8808135922807914,2012.0,2,-37.7504,144.8957,9264.0,0,0,0,0,0,0,0,1,4,2017,5
3,1,960000.0,8.0,2.0,1.0,2.6148972160331345,2.2041199826559246,1990.0,2,-37.7544,144.8986,9264.0,0,0,0,0,0,0,0,1,4,2017,5
1,1,350000.0,8.0,1.0,1.0,1.6720978579357175,2.103803720955957,1970.0,2,-37.7515,144.9125,9264.0,0,0,1,0,0,0,0,1,4,2017,5
1,2,426500.0,8.0,1.0,1.0,1.7993405494535817,1.7323937598229686,1960.0,2,-37.7578,144.9134,9264.0,1,0,0,0,0,0,0,1,4,2017,5
2,2,676000.0,5.8,1.0,1.0,0.0,1.9444826721501687,2002.0,0,-37.7847,145.0109,2970.0,1,0,0,1,0,0,0,0,5,2017,5
3,1,1500000.0,5.8,1.0,2.0,2.7596678446896306,2.1789769472931693,1925.0,4,-37.783,145.0165,2970.0,0,0,0,1,0,0,0,0,5,2017,5
4,1,2035000.0,5.8,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,2970.0,1,0,0,1,0,0,0,0,5,2017,5
3,1,700000.0,12.4,1.0,2.0,2.813580988568192,2.103803720955957,1970.0,1,-37.7023,144.9773,5070.0,0,1,0,1,0,0,0,0,5,2017,5
3,1,660000.0,12.4,1.0,2.0,2.767897616018091,1.9493900066449128,1960.0,1,-37.695,144.9676,5070.0,1,0,0,1,0,0,0,0,4,2017,5
3,1,741000.0,12.4,1.0,3.0,2.762678563727436,2.110589710299249,1960.0,1,-37.6966,144.9695,5070.0,1,0,0,1,0,0,0,0,4,2017,5
3,1,640000.0,12.4,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,5070.0,0,1,0,1,0,0,0,0,4,2017,5
3,1,688000.0,12.4,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,5070.0,1,0,0,1,0,0,0,0,4,2017,5
2,1,949500.0,12.4,1.0,1.0,2.838849090737255,2.103803720955957,1970.0,1,-37.7052,144.964,5070.0,1,0,0,1,0,0,0,0,5,2017,5
3,2,532000.0,12.4,2.0,1.0,2.3180633349627615,2.3138672203691533,2007.0,1,-37.7049,144.9631,5070.0,1,0,0,1,0,0,0,0,5,2017,5
3,1,698000.0,12.4,1.0,1.0,2.780317312140151,2.103803720955957,1970.0,1,-37.6995,144.9669,5070.0,1,0,0,1,0,0,0,0,5,2017,5
3,1,687000.0,12.4,2.0,1.0,2.761927838420529,2.103803720955957,1970.0,1,-37.7071,144.9706,5070.0,1,0,0,1,0,0,0,0,5,2017,5
3,1,670000.0,12.4,1.0,2.0,2.767897616018091,2.103803720955957,1970.0,1,-37.6937,144.9658,5070.0,1,0,0,1,0,0,0,0,5,2017,5
3,1,1000000.0,12.4,1.0,2.0,3.0293837776852097,2.0827853703164503,1960.0,1,-37.6931,144.9596,5070.0,0,0,0,1,0,0,0,0,5,2017,5
3,1,599000.0,12.4,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.6997,144.9715,5070.0,1,0,0,1,0,0,0,0,4,2017,5
2,2,445000.0,12.4,1.0,1.0,2.294466226161593,2.103803720955957,1970.0,1,-37.6956,144.9656,5070.0,1,0,0,1,0,0,0,0,4,2017,5
3,1,730000.0,12.4,1.0,2.0,2.8055008581584002,2.103803720955957,1970.0,1,-37.6952,144.9613,5070.0,1,0,0,1,0,0,0,0,4,2017,5
3,3,600000.0,12.4,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,5070.0,1,0,0,1,0,0,0,0,4,2017,5
2,1,725000.0,12.4,1.0,2.0,2.7831886910752575,2.103803720955957,1970.0,1,-37.709,144.9646,5070.0,1,0,0,1,0,0,0,0,4,2017,5
3,1,668000.0,12.4,1.0,1.0,2.7331972651065692,2.103803720955957,1970.0,1,-37.6992,144.9739,5070.0,1,0,0,1,0,0,0,0,4,2017,5
2,2,328000.0,12.4,1.0,1.0,0.0,1.8325089127062364,1970.0,1,-37.7071,144.9644,5070.0,0,1,0,1,0,0,0,0,4,2017,5
3,3,543500.0,12.4,3.0,3.0,2.3944516808262164,2.0170333392987803,2011.0,1,-37.7133,144.975,5070.0,1,0,0,1,0,0,0,0,4,2017,5
2,1,1200000.0,3.5,1.0,0.0,2.311753861055754,2.103803720955957,1970.0,0,-37.7925,144.9797,6244.0,1,0,0,1,0,0,0,0,5,2017,5
1,2,330000.0,3.5,1.0,1.0,0.0,1.5185139398778875,1970.0,0,-37.777,144.9836,6244.0,1,0,0,1,0,0,0,0,5,2017,5
2,1,846000.0,3.5,1.0,0.0,2.2068258760318495,2.0791812460476247,1880.0,0,-37.7933,144.9824,6244.0,1,0,0,1,0,0,0,0,4,2017,5
2,1,1345000.0,3.5,1.0,0.0,2.247973266361807,2.103803720955957,1970.0,0,-37.7831,144.9805,6244.0,1,0,0,1,0,0,0,0,4,2017,5
2,1,1802500.0,3.5,2.0,1.0,2.2624510897304293,2.103803720955957,1880.0,0,-37.7843,144.9902,6244.0,1,0,0,1,0,0,0,0,4,2017,5
2,1,1520000.0,3.5,1.0,0.0,2.143014800254095,2.103803720955957,1970.0,0,-37.7904,144.9836,6244.0,0,1,0,1,0,0,0,0,5,2017,5
3,1,1625000.0,3.5,1.0,0.0,2.311753861055754,2.103803720955957,1970.0,0,-37.7911,144.9818,6244.0,1,0,0,1,0,0,0,0,5,2017,5
3,1,2555000.0,3.5,1.0,1.0,2.5327543789924976,2.103803720955957,1970.0,0,-37.7869,144.9863,6244.0,1,0,0,1,0,0,0,0,5,2017,5
2,1,1055000.0,3.5,1.0,0.0,2.285557309007774,1.9355072658247128,1910.0,0,-37.7793,144.9879,6244.0,1,0,0,1,0,0,0,0,4,2017,5
1,1,950000.0,3.5,1.0,0.0,2.143014800254095,2.103803720955957,1970.0,0,-37.7759,144.9823,6244.0,0,0,1,1,0,0,0,0,4,2017,5
2,1,1100000.0,4.4,1.0,1.0,2.271841606536499,2.103803720955957,1970.0,2,-37.7837,144.9338,3593.0,0,1,0,1,0,0,0,0,5,2017,5
3,1,1250000.0,4.4,2.0,2.0,2.3560258571931225,2.1492191126553797,2002.0,2,-37.7824,144.9243,3593.0,1,0,0,1,0,0,0,0,5,2017,5
2,3,615000.0,4.4,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,3593.0,1,0,0,1,0,0,0,0,5,2017,5
2,3,668000.0,4.4,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,3593.0,1,0,0,1,0,0,0,0,5,2017,5
2,1,953000.0,4.4,1.0,0.0,2.439332693830263,2.0170333392987803,1930.0,2,-37.7813,144.9238,3593.0,1,0,0,1,0,0,0,0,4,2017,5
2,2,603000.0,4.4,1.0,1.0,0.0,1.9867717342662448,1890.0,2,-37.788,144.9306,3593.0,1,0,0,1,0,0,0,0,4,2017,5
3,1,940000.0,4.4,1.0,1.0,2.506505032404872,2.0453229787866576,1940.0,2,-37.7844,144.9359,3593.0,1,0,0,1,0,0,0,0,4,2017,5
5,1,1550000.0,4.4,1.0,1.0,2.6364878963533656,2.303196057420489,1915.0,2,-37.7859,144.9323,3593.0,0,0,0,1,0,0,0,0,5,2017,5
2,2,500000.0,4.4,1.0,1.0,0.0,1.8686444383948257,1970.0,2,-37.7829,144.9247,3593.0,1,0,0,1,0,0,0,0,5,2017,5
2,2,450000.0,4.4,1.0,1.0,0.0,1.7993405494535817,1970.0,2,-37.7826,144.9311,3593.0,1,0,0,1,0,0,0,0,5,2017,5
2,2,390000.0,4.4,1.0,1.0,2.6748611407378116,1.7481880270062005,1960.0,2,-37.7851,144.922,3593.0,0,0,1,1,0,0,0,0,4,2017,5
3,1,1205000.0,4.4,1.0,0.0,2.401400540781544,2.103803720955957,1970.0,2,-37.7823,144.9317,3593.0,1,0,0,1,0,0,0,0,4,2017,5
3,1,1085000.0,4.4,1.0,1.0,2.2576785748691846,2.123851640967086,1991.0,2,-37.7839,144.9273,3593.0,0,1,0,1,0,0,0,0,4,2017,5
2,1,1060000.0,4.4,1.0,0.0,2.322219294733919,1.8808135922807914,1890.0,2,-37.7846,144.9347,3593.0,1,0,0,1,0,0,0,0,4,2017,5
3,1,917000.0,4.4,1.0,0.0,2.1583624920952498,2.1367205671564067,1890.0,2,-37.7868,144.9336,3593.0,1,0,0,1,0,0,0,0,4,2017,5
2,2,392500.0,6.4,1.0,1.0,3.2513948500401044,2.103803720955957,1960.0,11,-37.7949,144.9007,7570.0,0,0,0,0,0,0,0,1,5,2017,5
3,1,1320000.0,6.4,1.0,1.0,2.683947130751512,2.103803720955957,1970.0,11,-37.7951,144.8861,7570.0,0,1,0,0,0,0,0,1,5,2017,5
2,2,400000.0,6.4,1.0,1.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8025,144.9052,7570.0,0,0,1,0,0,0,0,1,5,2017,5
3,1,985000.0,6.4,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,7570.0,1,0,0,0,0,0,0,1,4,2017,5
3,3,803000.0,6.4,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,7570.0,0,1,0,0,0,0,0,1,4,2017,5
2,1,885000.0,6.4,1.0,0.0,2.428134794028789,2.002166061756508,1890.0,11,-37.7961,144.89,7570.0,1,0,0,0,0,0,0,1,4,2017,5
2,3,485000.0,6.4,2.0,1.0,0.0,1.8512583487190752,2011.0,11,-37.7883,144.884,7570.0,0,1,0,0,0,0,0,1,4,2017,5
3,3,760000.0,6.4,1.0,1.0,2.342422680822206,0.6020599913279624,2011.0,11,-37.796,144.8819,7570.0,0,0,1,0,0,0,0,1,4,2017,5
3,1,1375000.0,6.4,2.0,3.0,2.6884198220027105,2.103803720955957,1970.0,11,-37.7942,144.8934,7570.0,1,0,0,0,0,0,0,1,4,2017,5
3,1,1270000.0,6.4,1.0,1.0,2.656098202012832,2.103803720955957,1913.0,11,-37.7939,144.8936,7570.0,1,0,0,0,0,0,0,1,4,2017,5
3,1,871000.0,6.4,1.0,1.0,2.428134794028789,2.0086001717619175,1900.0,11,-37.7951,144.8901,7570.0,1,0,0,0,0,0,0,1,5,2017,5
2,2,360000.0,6.4,1.0,1.0,2.8819549713396007,2.103803720955957,1970.0,11,-37.7953,144.8957,7570.0,0,0,0,0,0,0,0,1,5,2017,5
1,2,315000.0,6.4,1.0,1.0,0.0,2.103803720955957,1970.0,11,-37.7971,144.8883,7570.0,0,1,0,0,0,0,0,1,5,2017,5
3,1,831000.0,6.4,1.0,0.0,2.3242824552976926,2.103803720955957,1970.0,11,-37.7947,144.8871,7570.0,1,0,0,0,0,0,0,1,5,2017,5
4,3,961000.0,6.4,3.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.7949,144.8966,7570.0,1,0,0,0,0,0,0,1,4,2017,5
2,1,882000.0,6.4,1.0,0.0,2.2380461031287955,1.9084850188786497,1900.0,11,-37.7936,144.8905,7570.0,0,1,0,0,0,0,0,1,4,2017,5
3,1,895000.0,6.4,1.0,2.0,2.436162647040756,2.0293837776852097,1920.0,11,-37.7977,144.904,7570.0,0,0,0,0,0,0,0,1,4,2017,5
2,2,560000.0,10.4,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,2403.0,1,0,0,0,0,1,0,0,5,2017,5
2,2,425000.0,10.4,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,2403.0,1,0,0,0,0,1,0,0,4,2017,5
1,2,260000.0,10.4,1.0,1.0,3.0655797147284485,1.6532125137753437,1965.0,9,-37.8911,145.0451,2403.0,0,1,0,0,0,1,0,0,5,2017,5
2,2,730000.0,10.4,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,2403.0,1,0,0,0,0,1,0,0,5,2017,5
2,2,535000.0,10.4,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,2403.0,1,0,0,0,0,1,0,0,5,2017,5
2,2,575000.0,10.4,2.0,1.0,0.0,2.103803720955957,1970.0,9,-37.8898,145.0438,2403.0,1,0,0,0,0,1,0,0,4,2017,5
2,2,770000.0,10.4,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,2403.0,1,0,0,0,0,1,0,0,4,2017,5
3,3,950000.0,9.2,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,10412.0,0,0,1,0,0,1,0,0,5,2017,5
3,1,1452000.0,9.2,2.0,2.0,2.4313637641589874,2.2671717284030137,1997.0,6,-37.854,145.0542,10412.0,0,1,0,0,0,1,0,0,5,2017,5
2,2,721000.0,9.2,2.0,1.0,3.4308809464528913,2.103803720955957,1970.0,6,-37.8558,145.0518,10412.0,1,0,0,0,0,1,0,0,4,2017,5
3,1,1800000.0,9.2,1.0,3.0,2.8651039746411278,2.143014800254095,1950.0,7,-37.8562,145.0864,10412.0,0,1,0,0,0,1,0,0,4,2017,5
3,3,1253000.0,9.2,2.0,2.0,0.0,2.12057393120585,1995.0,6,-37.8574,145.0494,10412.0,1,0,0,0,0,1,0,0,4,2017,5
5,1,1950000.0,9.2,2.0,2.0,2.9003671286564705,2.103803720955957,1920.0,7,-37.8508,145.0592,10412.0,1,0,0,0,0,1,0,0,5,2017,5
3,1,2085000.0,9.2,1.0,2.0,2.8549130223078554,2.103803720955957,1970.0,7,-37.8578,145.0682,10412.0,1,0,0,0,0,1,0,0,5,2017,5
4,1,1760000.0,9.2,3.0,3.0,2.7944880466591697,2.2068258760318495,1940.0,7,-37.858,145.0859,10412.0,0,0,0,0,0,1,0,0,5,2017,5
2,2,710000.0,9.2,1.0,2.0,0.0,2.103803720955957,1970.0,7,-37.8521,145.0763,10412.0,1,0,0,0,0,1,0,0,5,2017,5
4,1,2340000.0,9.2,2.0,2.0,2.7686381012476144,2.103803720955957,1970.0,7,-37.8541,145.0738,10412.0,1,0,0,0,0,1,0,0,5,2017,5
3,1,3310000.0,9.2,3.0,2.0,2.821513528404773,2.424881636631067,1988.0,6,-37.8605,145.0455,10412.0,1,0,0,0,0,1,0,0,5,2017,5
3,1,1601000.0,9.2,1.0,2.0,2.6570558528571038,2.012837224705172,1930.0,7,-37.8487,145.0592,10412.0,1,0,0,0,0,1,0,0,5,2017,5
2,3,797000.0,9.2,1.0,2.0,1.9912260756924949,2.103803720955957,1970.0,7,-37.8637,145.0632,10412.0,1,0,0,0,0,1,0,0,5,2017,5
2,2,910000.0,9.2,1.0,1.0,2.1986570869544226,1.9912260756924949,1970.0,7,-37.8499,145.0814,10412.0,1,0,0,0,0,1,0,0,4,2017,5
3,3,1315000.0,9.2,2.0,2.0,2.2671717284030137,2.103803720955957,1970.0,7,-37.8644,145.063,10412.0,1,0,0,0,0,1,0,0,4,2017,5
3,1,683000.0,13.0,1.0,2.0,2.843855422623161,2.103803720955957,1970.0,1,-37.6969,144.9425,8870.0,1,0,0,1,0,0,0,0,5,2017,5
3,1,1158000.0,13.0,1.0,1.0,3.0051805125037805,2.103803720955957,1970.0,1,-37.7115,144.912,8870.0,1,0,0,1,0,0,0,0,5,2017,5
4,1,793000.0,13.0,1.0,2.0,2.8312296938670634,2.103803720955957,1970.0,1,-37.7088,144.9204,8870.0,1,0,0,1,0,0,0,0,5,2017,5
3,1,780000.0,13.0,1.0,2.0,2.8709888137605755,2.0086001717619175,1970.0,1,-37.702,144.9538,8870.0,0,0,0,1,0,0,0,0,5,2017,5
2,3,420000.0,13.0,2.0,1.0,3.056142262059052,1.919078092376074,2009.0,1,-37.7045,144.9204,8870.0,0,0,1,1,0,0,0,0,5,2017,5
3,1,895000.0,13.0,1.0,2.0,2.843855422623161,2.173186268412274,1955.0,1,-37.7097,144.9256,8870.0,1,0,0,1,0,0,0,0,5,2017,5
2,1,671000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,4,2017,5
3,3,622250.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,4,2017,5
2,1,800000.0,13.0,1.0,2.0,2.6444385894678386,2.103803720955957,1970.0,1,-37.8036,145.0009,8870.0,1,0,0,1,0,0,0,0,4,2017,5
