age,education,housing,contact_cellular,month,day_of_week,duration,campaign,pdays,previous,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y,job_blue_collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self_employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,loan_unknown,loan_yes
37.0,6,0,0,11,3,2.439332693830263,0.47712125471966244,0,0,-0.1,93.2,-42.0,4.12,5195.8,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
29.0,5,1,1,6,5,2.5634810853944106,0.6989700043360189,0,0,-2.9,92.963,-40.8,1.268,5076.2,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
27.0,6,1,0,5,1,2.550228353055094,0.6020599913279624,0,0,-1.8,92.893,-46.2,1.354,5099.1,no,False,False,False,False,False,False,False,True,False,False,False,True,False,False
37.0,6,1,1,7,4,1.6812412373755872,0.47712125471966244,0,0,1.4,93.918,-42.7,4.968,5228.1,no,False,False,False,False,False,False,False,False,False,True,False,True,False,False
32.0,6,0,1,5,4,2.2121876044039577,0.7781512503836436,0,1,-1.8,92.893,-46.2,1.266,5099.1,no,False,False,False,True,False,False,False,False,False,False,False,True,False,False
38.0,4,0,1,3,4,2.0293837776852097,0.47712125471966244,0,0,-1.8,92.843,-50.0,1.757,5099.1,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
45.0,5,1,1,10,5,2.8686444383948255,0.6989700043360189,1,1,-1.1,94.601,-49.5,1.029,4963.6,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
55.0,6,0,1,5,5,1.0,0.6020599913279624,0,1,-1.8,92.893,-46.2,1.313,5099.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
39.0,6,0,0,7,2,1.6020599913279623,1.0413926851582251,0,0,1.4,93.918,-42.7,4.961,5228.1,no,False,False,True,False,False,False,False,False,False,False,False,True,False,False
33.0,6,1,1,4,4,2.369215857410143,0.47712125471966244,0,0,-1.8,93.075,-47.1,1.435,5099.1,yes,False,False,False,False,False,True,False,False,False,False,True,False,False,False
44.0,6,1,0,5,2,3.0141003215196207,0.47712125471966244,0,0,1.1,93.994,-36.4,4.856,5191.0,no,False,True,False,False,False,False,False,False,False,False,False,False,False,False
41.0,3,0,0,5,4,2.699837725867246,0.47712125471966244,0,0,1.1,93.994,-36.4,4.86,5191.0,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False
38.0,2,1,0,5,3,2.12057393120585,0.6989700043360189,0,0,1.1,93.994,-36.4,4.856,5191.0,no,True,False,False,False,False,False,False,False,False,False,True,False,True,False
28.0,5,1,0,3,5,2.7126497016272113,0.47712125471966244,0,0,-1.8,92.843,-50.0,1.531,5099.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
50.0,1,1,0,5,3,2.7058637122839193,0.47712125471966244,0,0,1.1,93.994,-36.4,4.857,5191.0,yes,False,False,False,False,False,False,True,False,False,False,True,False,False,False
41.0,5,1,0,5,3,2.100370545117563,0.6020599913279624,0,0,1.1,93.994,-36.4,4.857,5191.0,no,True,False,False,False,False,False,False,False,False,False,False,True,False,False
23.0,5,1,1,4,1,2.8048206787211623,0.47712125471966244,0,0,-1.8,93.075,-47.1,1.405,5099.1,no,False,False,False,False,False,False,False,True,False,False,False,True,False,False
29.0,6,0,1,8,3,2.4099331233312946,0.6020599913279624,0,0,1.4,93.444,-36.1,4.964,5228.1,no,False,False,False,False,False,False,False,False,False,False,False,True,False,False
50.0,5,1,0,6,2,1.9344984512435677,0.8450980400142568,0,0,1.4,94.465,-41.8,4.961,5228.1,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
29.0,4,1,0,6,3,2.7664128471123997,0.7781512503836436,0,0,1.4,94.465,-41.8,4.959,5228.1,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
45.0,5,1,1,4,5,2.8041394323353503,0.6989700043360189,0,0,-1.8,93.075,-47.1,1.405,5099.1,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,True
31.0,6,1,1,8,5,2.326335860928751,0.6989700043360189,0,0,-2.9,92.201,-31.4,0.869,5076.2,yes,False,True,False,False,False,False,False,False,False,False,False,True,False,False
34.0,4,1,1,10,3,2.6464037262230695,0.6020599913279624,1,1,-3.4,92.431,-26.9,0.735,5017.5,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
47.0,3,0,1,8,1,1.9867717342662448,0.6020599913279624,0,0,1.4,93.444,-36.1,4.965,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
30.0,5,1,1,5,5,2.2041199826559246,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.25,5099.1,no,False,False,False,False,False,False,True,False,False,False,False,True,False,False
37.0,2,0,1,7,3,1.9637878273455553,0.47712125471966244,0,0,1.4,93.918,-42.7,4.962,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
33.0,5,1,1,11,4,1.9242792860618816,0.6989700043360189,0,1,-0.1,93.2,-42.0,4.076,5195.8,no,False,False,False,False,False,False,True,False,False,False,True,False,False,False
34.0,6,1,0,7,4,2.5224442335063197,0.6989700043360189,0,1,-1.7,94.215,-40.3,0.899,4991.6,yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53.0,4,1,1,11,3,3.1670217957902564,0.6989700043360189,0,0,-0.1,93.444,-41.8,4.12,5195.8,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
36.0,6,1,1,9,3,2.5211380837040362,0.47712125471966244,1,1,-1.1,94.199,-37.5,0.876,4963.6,yes,False,False,False,True,False,False,False,False,False,False,True,False,True,False
28.0,5,0,0,6,1,2.8195439355418688,0.6020599913279624,0,0,1.4,94.465,-41.8,4.865,5228.1,yes,False,False,False,False,False,False,True,False,False,False,True,False,False,False
41.0,3,0,1,5,5,2.69196510276736,0.47712125471966244,0,1,-1.8,92.893,-46.2,1.313,5099.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
41.0,1,0,1,7,1,2.7259116322950483,0.47712125471966244,0,0,1.4,93.918,-42.7,4.96,5228.1,no,False,True,False,False,False,False,False,False,False,False,True,False,False,False
45.0,5,1,1,4,4,2.550228353055094,0.47712125471966244,1,1,-1.8,93.075,-47.1,1.365,5099.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29.0,3,0,1,7,5,2.4099331233312946,0.6020599913279624,0,0,1.4,93.918,-42.7,4.963,5228.1,no,True,False,False,False,False,False,False,False,False,False,False,True,False,False
46.0,5,0,1,5,3,2.884228769632604,0.47712125471966244,0,1,-0.1,93.444,-41.8,1.334,5099.1,yes,False,False,False,False,False,False,True,False,False,False,True,False,False,False
53.0,5,1,1,5,1,0.9542425094393249,0.6989700043360189,0,0,-1.8,92.893,-46.2,1.354,5099.1,no,False,False,False,True,False,False,False,False,False,False,True,False,False,False
59.0,4,0,0,5,3,2.7489628612561616,1.0413926851582251,0,0,1.1,93.994,-36.4,4.857,5191.0,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,False
30.0,5,1,1,11,1,2.0211892990699383,0.47712125471966244,0,1,-3.4,92.649,-30.1,0.714,5017.5,no,False,False,False,False,False,False,False,False,False,False,True,False,True,False
57.0,6,1,1,8,3,2.6074550232146687,0.7781512503836436,0,0,-0.1,93.444,-41.8,4.965,5228.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
56.0,6,0,1,7,4,1.7634279935629373,0.47712125471966244,0,0,1.4,93.918,-42.7,4.968,5228.1,no,False,False,False,True,False,False,False,False,False,False,True,False,False,False
29.0,4,0,1,11,2,2.6532125137753435,0.6020599913279624,1,1,-1.1,94.767,-50.8,1.046,4963.6,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
32.0,3,1,0,11,4,3.0111473607757975,0.6020599913279624,0,0,-0.1,93.2,-42.0,4.076,5195.8,yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61.0,6,0,1,5,4,2.2405492482826,0.6989700043360189,1,1,-1.8,93.876,-40.0,0.699,5008.7,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
52.0,6,0,1,4,3,2.5888317255942073,0.6020599913279624,0,0,-1.8,93.749,-34.6,0.654,5008.7,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
42.0,4,0,1,5,3,1.919078092376074,0.6020599913279624,0,0,-1.8,92.893,-46.2,1.27,5099.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
29.0,5,1,1,6,3,2.4668676203541096,0.47712125471966244,0,1,-1.7,94.055,-39.8,0.727,4991.6,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
25.0,1,0,0,7,4,3.0038911662369103,0.6020599913279624,0,0,1.4,93.918,-42.7,4.958,5228.1,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,True
27.0,6,0,1,8,3,3.1261314072619846,0.6020599913279624,0,0,-2.9,92.201,-31.4,0.879,5076.2,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
45.0,5,0,1,4,5,2.2833012287035497,0.47712125471966244,0,0,-1.8,93.075,-47.1,1.405,5099.1,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
37.0,4,1,0,5,2,2.484299839346786,0.6020599913279624,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
67.0,1,0,0,11,1,2.225309281725863,0.47712125471966244,0,0,-3.4,92.649,-30.1,0.714,5017.5,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,False
38.0,5,0,0,6,1,2.8457180179666586,0.47712125471966244,0,0,1.4,94.465,-41.8,4.961,5228.1,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,False
32.0,6,1,1,9,4,2.6074550232146687,0.47712125471966244,1,1,-1.1,94.199,-37.5,0.884,4963.6,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,False
26.0,6,0,1,9,5,2.574031267727719,0.47712125471966244,0,0,-1.1,94.199,-37.5,0.879,4963.6,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
51.0,6,1,0,6,2,2.5352941200427703,0.6989700043360189,0,0,1.4,94.465,-41.8,4.864,5228.1,no,False,False,False,False,True,False,False,False,False,False,False,False,False,True
39.0,6,0,0,6,5,2.089905111439398,0.8450980400142568,0,0,1.4,94.465,-41.8,4.967,5228.1,no,False,False,False,False,False,False,False,False,False,False,False,True,False,False
53.0,1,0,1,8,3,2.0969100130080562,0.7781512503836436,0,0,1.4,93.444,-36.1,4.964,5228.1,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
40.0,6,1,1,4,4,2.5854607295085006,0.47712125471966244,0,0,-1.8,93.075,-47.1,1.365,5099.1,yes,False,False,False,False,False,True,False,False,False,False,False,True,False,False
33.0,4,0,1,8,4,2.598790506763115,0.47712125471966244,0,0,1.4,93.444,-36.1,4.963,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
38.0,4,1,1,9,4,2.5877109650189114,0.6020599913279624,1,1,-1.1,94.199,-37.5,0.879,4963.6,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
30.0,3,1,0,4,4,2.630427875025024,0.6989700043360189,0,0,-1.8,93.075,-47.1,1.41,5099.1,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False
38.0,6,0,0,5,1,2.315970345456918,0.47712125471966244,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,False,False,False,False,False,False,False,False,True,False,False,True
38.0,4,1,1,8,1,2.424881636631067,0.6989700043360189,1,1,-1.7,94.027,-38.3,0.896,4991.6,yes,False,False,False,False,False,False,False,True,False,False,True,False,False,False
58.0,6,0,0,5,1,3.0916669575956846,0.6989700043360189,0,0,1.1,93.994,-36.4,4.857,5191.0,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
52.0,4,0,0,7,4,2.4313637641589874,0.6020599913279624,0,0,-0.1,93.444,-41.8,4.966,5228.1,no,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33.0,6,1,1,5,5,3.010723865391773,0.6989700043360189,0,1,-1.8,92.893,-46.2,1.313,5099.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,True
35.0,4,0,1,5,5,2.550228353055094,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.259,5099.1,yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False
34.0,5,1,1,3,5,2.0644579892269186,0.47712125471966244,0,0,-1.8,93.369,-34.8,0.653,5008.7,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False
45.0,1,1,0,6,4,2.0043213737826426,0.47712125471966244,0,0,1.4,94.465,-41.8,4.866,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
33.0,3,1,1,8,1,2.462397997898956,0.47712125471966244,0,1,-2.9,92.201,-31.4,0.884,5076.2,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,True
32.0,4,0,0,5,3,2.690196080028514,0.6020599913279624,0,0,1.1,93.994,-36.4,4.858,5191.0,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
27.0,5,0,0,5,4,2.2013971243204513,0.47712125471966244,0,0,1.1,93.994,-36.4,4.855,5191.0,no,False,False,False,False,False,False,False,True,False,False,False,True,False,False
29.0,5,1,1,8,3,1.9590413923210936,0.6020599913279624,1,1,-2.9,92.201,-31.4,0.879,5076.2,no,False,False,False,False,False,False,True,False,False,False,True,False,False,False
23.0,6,0,1,9,4,2.432969290874406,0.6989700043360189,0,1,-1.1,94.199,-37.5,0.879,4963.6,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
52.0,6,1,1,11,1,1.8388490907372552,0.47712125471966244,0,0,-0.1,93.2,-42.0,4.191,5195.8,no,False,False,False,True,False,False,False,False,False,False,True,False,False,False
25.0,4,1,1,11,5,2.8530895298518657,0.6020599913279624,1,1,-1.1,94.767,-50.8,1.04,4963.6,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
31.0,6,0,0,6,5,2.413299764081252,0.6989700043360189,0,0,1.4,94.465,-41.8,4.959,5228.1,no,False,False,False,True,False,False,False,False,False,False,True,False,False,False
52.0,6,0,0,5,2,2.322219294733919,0.47712125471966244,1,1,-0.1,93.444,-41.8,0.668,5008.7,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,True
31.0,2,1,1,5,3,2.8662873390841948,0.6020599913279624,0,0,-1.8,92.893,-46.2,1.281,5099.1,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,False
26.0,4,1,1,5,4,2.8129133566428557,0.6020599913279624,0,0,-1.8,92.893,-46.2,1.266,5099.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
59.0,1,0,1,7,1,2.3242824552976926,0.6989700043360189,0,1,-1.7,94.215,-40.3,0.827,4991.6,yes,False,False,False,False,True,False,False,False,False,False,False,False,False,True
41.0,5,0,1,5,1,2.859138297294531,0.7781512503836436,0,0,-1.8,92.893,-46.2,1.244,5099.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
38.0,4,1,1,4,4,2.8920946026904804,0.6020599913279624,0,0,-1.8,93.075,-47.1,1.365,5099.1,yes,False,False,False,False,False,True,False,False,False,False,True,False,False,False
40.0,3,0,1,11,3,2.298853076409707,0.47712125471966244,0,0,-0.1,93.2,-42.0,4.12,5195.8,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
45.0,5,0,0,6,1,2.4638929889859074,0.47712125471966244,0,0,1.4,94.465,-41.8,4.961,5228.1,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
39.0,6,0,1,10,5,2.100370545117563,0.47712125471966244,0,0,-3.4,92.431,-26.9,0.72,5017.5,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,True
37.0,4,1,1,8,1,2.1760912590556813,0.47712125471966244,0,0,1.4,93.444,-36.1,4.965,5228.1,no,False,False,False,False,False,False,False,False,True,False,False,True,False,True
49.0,6,1,1,12,1,2.7664128471123997,0.6020599913279624,1,1,-3.0,92.713,-33.0,0.717,5023.5,yes,False,False,True,False,False,False,False,False,False,False,False,True,False,False
26.0,3,0,0,8,3,2.6532125137753435,0.47712125471966244,0,0,-2.9,92.201,-31.4,0.879,5076.2,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
44.0,2,0,0,7,4,2.484299839346786,0.7781512503836436,0,0,1.4,93.918,-42.7,4.958,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
36.0,6,1,1,8,1,2.392696953259666,0.6989700043360189,0,0,1.4,93.444,-36.1,4.965,5228.1,no,False,False,False,False,False,False,False,False,False,False,True,False,False,True
32.0,6,1,1,9,4,2.1789769472931693,0.6020599913279624,1,1,-1.1,94.199,-37.5,0.884,4963.6,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30.0,5,1,1,4,1,0.9030899869919435,0.9030899869919435,0,1,-1.8,93.075,-47.1,1.405,5099.1,no,False,False,False,False,False,False,False,True,False,False,False,True,False,False
30.0,5,1,1,11,4,2.2430380486862944,0.6020599913279624,0,0,-0.1,93.2,-42.0,4.076,5195.8,no,False,False,False,False,False,False,True,False,False,False,True,False,False,False
30.0,4,0,1,5,5,3.132899769944483,0.7781512503836436,0,1,-1.8,92.893,-46.2,1.25,5099.1,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False
48.0,6,0,1,8,5,2.3483048630481607,0.7781512503836436,0,0,-1.7,94.027,-38.3,0.898,4991.6,yes,False,False,False,False,False,True,False,False,False,False,False,False,False,False
29.0,5,1,1,8,1,1.806179973983887,0.7781512503836436,0,0,1.4,93.444,-36.1,4.965,5228.1,no,False,False,False,False,False,False,False,False,False,False,False,True,False,True
38.0,5,0,1,5,5,2.1367205671564067,0.6020599913279624,0,0,-1.8,92.893,-46.2,1.313,5099.1,no,True,False,False,False,False,False,False,False,False,False,False,True,False,False
43.0,5,1,1,8,3,3.13481437032046,0.47712125471966244,0,0,-1.7,94.027,-38.3,0.903,4991.6,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
47.0,6,1,0,6,5,3.4239009185284166,0.6989700043360189,0,0,1.4,94.465,-41.8,4.967,5228.1,yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.0,6,1,1,6,1,1.9822712330395684,0.47712125471966244,0,0,-2.9,92.963,-40.8,1.26,5076.2,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
58.0,3,1,1,4,4,2.361727836017593,0.47712125471966244,1,1,-0.1,93.444,-41.8,0.644,5008.7,yes,False,False,False,False,False,False,False,False,False,True,True,False,False,False
51.0,6,1,0,5,2,2.69284691927723,0.6020599913279624,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,False,False,False,True,False,False,False,False,False,True,False,False
60.0,4,1,1,4,4,2.986323777050765,0.47712125471966244,1,1,-1.8,93.075,-47.1,1.365,5099.1,yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29.0,3,0,1,7,5,2.91539983521227,0.6020599913279624,0,0,1.4,93.918,-42.7,4.963,5228.1,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False
28.0,4,0,1,6,3,2.6148972160331345,0.47712125471966244,0,0,-2.9,92.963,-40.8,1.26,5076.2,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
47.0,6,0,1,11,2,1.7993405494535817,0.6020599913279624,0,1,-0.1,93.2,-42.0,4.153,5195.8,no,False,True,False,False,False,False,False,False,False,False,False,False,False,False
34.0,6,0,1,8,3,2.292256071356476,0.47712125471966244,0,0,-2.9,92.201,-31.4,0.854,5076.2,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
35.0,6,1,1,8,3,2.885926339801431,0.6020599913279624,0,1,-2.9,92.201,-31.4,0.854,5076.2,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
50.0,5,1,0,5,4,2.8790958795000727,0.47712125471966244,0,0,1.1,93.994,-36.4,4.855,5191.0,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
32.0,6,1,0,7,4,2.0791812460476247,0.6020599913279624,0,0,1.4,93.918,-42.7,4.962,5228.1,no,False,False,False,False,False,False,False,False,True,False,False,True,False,False
43.0,5,1,1,4,5,2.380211241711606,0.47712125471966244,0,1,-1.8,93.075,-47.1,1.405,5099.1,no,True,False,False,False,False,False,False,False,False,False,True,False,True,False
56.0,5,1,1,11,5,1.1139433523068367,0.7781512503836436,0,0,-0.1,93.2,-42.0,4.021,5195.8,no,False,False,False,False,False,False,True,False,False,False,False,True,False,True
55.0,6,1,1,8,3,2.1789769472931693,0.6020599913279624,0,0,1.4,93.444,-36.1,4.965,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
48.0,6,1,0,5,3,2.089905111439398,0.47712125471966244,0,0,1.1,93.994,-36.4,4.859,5191.0,no,False,True,False,False,False,False,False,False,False,False,True,False,False,False
31.0,6,1,1,8,3,2.3820170425748683,0.47712125471966244,0,0,1.4,93.444,-36.1,4.964,5228.1,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
44.0,5,1,0,10,2,2.469822015978163,0.47712125471966244,0,0,-0.1,93.798,-40.4,4.968,5195.8,yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,6,1,1,11,3,2.437750562820388,0.6020599913279624,0,0,-0.1,93.2,-42.0,4.12,5195.8,no,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23.0,4,1,1,7,3,1.7708520116421442,0.47712125471966244,0,0,1.4,93.918,-42.7,4.963,5228.1,no,False,False,False,False,False,False,False,False,False,False,False,True,False,False
77.0,1,0,1,5,2,2.595496221825574,0.47712125471966244,0,0,-1.8,93.876,-40.0,0.697,5008.7,yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False
44.0,2,1,1,8,3,2.187520720836463,0.6989700043360189,1,1,-1.7,94.027,-38.3,0.9,4991.6,yes,False,False,False,False,False,False,True,False,False,False,False,False,False,False
22.0,4,1,1,10,3,2.3404441148401185,0.47712125471966244,0,0,-1.1,94.601,-49.5,0.959,4963.6,yes,False,False,False,False,False,True,False,False,False,False,False,True,False,False
43.0,6,0,1,7,3,2.673941998634088,0.6020599913279624,0,0,1.4,93.918,-42.7,4.963,5228.1,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29.0,5,0,1,5,2,2.2695129442179165,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.266,5099.1,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,True
38.0,2,1,1,11,5,2.307496037913213,0.47712125471966244,0,0,-0.1,93.2,-42.0,4.021,5195.8,no,True,False,False,False,False,False,False,False,False,False,False,True,False,True
39.0,2,0,1,7,3,3.0707764628434346,0.47712125471966244,0,0,1.4,93.918,-42.7,4.963,5228.1,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
31.0,4,1,1,8,2,2.330413773349191,0.47712125471966244,0,0,1.4,93.444,-36.1,4.966,5228.1,no,False,False,True,False,False,False,False,False,False,False,False,True,False,True
34.0,4,0,1,7,1,2.2227164711475833,0.47712125471966244,0,0,1.4,93.918,-42.7,4.96,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
51.0,6,0,1,11,4,2.4471580313422194,0.6989700043360189,0,0,-0.1,93.2,-42.0,4.076,5195.8,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40.0,4,1,0,6,1,2.093421685162235,0.7781512503836436,0,0,-0.1,93.444,-41.8,4.865,5228.1,no,False,False,False,False,False,False,False,False,True,False,False,True,False,False
35.0,6,0,0,5,1,2.3404441148401185,0.47712125471966244,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,False,False,False,False,False,True,False,False,False,True,False,False
39.0,2,0,1,7,3,1.9344984512435677,0.6989700043360189,0,0,1.4,93.918,-42.7,4.963,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
34.0,6,1,1,3,2,2.424881636631067,0.6020599913279624,0,0,-1.8,93.369,-34.8,0.652,5008.7,no,False,False,False,False,False,False,False,False,False,False,False,True,False,False
44.0,6,1,0,6,4,2.733999286538387,1.2787536009528289,0,0,1.4,94.465,-41.8,4.958,5228.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36.0,3,1,1,5,4,2.424881636631067,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.266,5099.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
33.0,1,1,1,11,4,2.113943352306837,0.47712125471966244,0,0,-0.1,93.2,-42.0,4.076,5195.8,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True
31.0,6,0,1,8,1,2.0863598306747484,0.47712125471966244,0,0,1.4,93.444,-36.1,4.965,5228.1,no,False,False,False,False,False,False,False,False,False,False,False,True,False,False
34.0,4,1,1,4,4,2.496929648073215,0.47712125471966244,0,0,-1.8,93.075,-47.1,1.365,5099.1,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
37.0,5,1,0,6,2,2.6009728956867484,0.7781512503836436,0,0,1.4,94.465,-41.8,4.961,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
27.0,4,1,1,5,3,2.012837224705172,0.6020599913279624,0,0,-1.8,92.893,-46.2,1.281,5099.1,no,False,False,False,False,False,False,False,False,True,False,False,True,False,False
58.0,5,0,0,6,3,2.432969290874406,0.6989700043360189,0,0,1.4,94.465,-41.8,4.962,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
50.0,3,1,1,5,1,2.82865989653532,0.9030899869919435,1,1,-1.8,92.893,-46.2,1.354,5099.1,yes,False,False,False,False,False,True,False,False,False,False,True,False,False,True
51.0,3,0,0,5,5,1.414973347970818,0.8450980400142568,0,0,1.1,93.994,-36.4,4.864,5191.0,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
36.0,6,1,1,7,1,3.2227164711475833,0.6020599913279624,0,0,1.4,93.918,-42.7,4.962,5228.1,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,True
36.0,6,1,1,9,5,2.1986570869544226,0.6989700043360189,0,0,-1.1,94.199,-37.5,0.879,4963.6,no,False,False,False,False,False,False,False,False,False,False,False,False,False,True
27.0,3,0,1,11,2,2.3384564936046046,0.47712125471966244,0,1,-3.4,92.649,-30.1,0.72,5017.5,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False
32.0,6,1,0,7,3,1.2304489213782739,1.6532125137753437,0,0,1.4,93.918,-42.7,4.962,5228.1,no,False,False,False,False,False,False,False,False,True,False,False,True,False,True
36.0,6,0,1,6,2,2.938519725176492,0.47712125471966244,1,1,-1.7,94.055,-39.8,0.737,4991.6,yes,False,False,False,True,False,False,False,False,False,False,True,False,False,False
29.0,6,0,0,6,1,2.041392685158225,0.6020599913279624,0,0,1.4,94.465,-41.8,4.96,5228.1,no,False,False,False,False,False,False,False,False,False,False,False,True,False,False
52.0,6,1,1,5,2,2.745855195173729,0.6020599913279624,0,0,-1.8,93.876,-40.0,0.668,5008.7,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
47.0,3,1,0,6,4,2.9222062774390163,0.6989700043360189,0,0,1.4,94.465,-41.8,4.961,5228.1,yes,False,False,False,False,False,False,True,False,False,False,False,True,True,False
25.0,6,0,1,3,5,2.387389826338729,0.6989700043360189,0,0,-1.8,92.843,-50.0,1.531,5099.1,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
35.0,6,1,1,8,4,2.0492180226701815,0.47712125471966244,0,0,1.4,93.444,-36.1,4.968,5228.1,no,False,False,False,False,False,False,False,False,True,False,False,True,False,False
56.0,1,0,1,8,4,2.214843848047698,0.6020599913279624,0,0,1.4,93.444,-36.1,4.968,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
55.0,3,0,0,6,1,2.5599066250361124,0.47712125471966244,0,0,1.4,94.465,-41.8,4.865,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
