age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
45.0;services;divorced;high.school;unknown;yes;no;telephone;may;wed;101.0;2;999;0;;1.1;93.994;-36.4;4.859;5191.0;no
36.0;management;married;university.degree;unknown;no;no;telephone;aug;fri;208.0;4;999;0;;1.4;93.444;-36.1;4.964;5228.1;no
44.0;services;married;high.school;no;yes;no;cellular;apr;fri;240.0;1;999;2;failure;-1.8;93.075;-47.1;1.479;5099.1;no
75.0;retired;married;basic.4y;no;no;yes;cellular;aug;fri;714.0;1;999;0;;-2.9;92.201;-31.4;0.881;5076.2;yes
35.0;technician;married;professional.course;no;yes;no;cellular;aug;fri;225.0;1;999;0;;;;;0.869;5076.2;yes
36.0;admin.;married;high.school;no;yes;no;cellular;aug;fri;171.0;11;999;0;;1.4;93.444;-36.1;4.964;5228.1;no
24.0;management;single;university.degree;no;yes;no;cellular;oct;tue;676.0;2;999;1;failure;-3.4;92.431;-26.9;0.737;5017.5;yes
23.0;management;single;university.degree;no;yes;no;cellular;apr;mon;122.0;1;999;0;;-1.8;93.075;-47.1;1.392;5099.1;yes
33.0;management;married;professional.course;no;no;no;cellular;may;thu;578.0;1;999;0;;-1.8;92.893;-46.2;1.266;5099.1;yes
37.0;technician;married;university.degree;no;yes;no;cellular;aug;mon;15.0;11;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
39.0;admin.;married;high.school;no;yes;no;cellular;may;mon;303.0;3;999;0;;-1.8;92.893;-46.2;1.354;5099.1;yes
40.0;admin.;married;high.school;no;no;no;cellular;aug;tue;119.0;1;999;0;;1.4;93.444;-36.1;4.963;5228.1;no
56.0;retired;married;basic.4y;no;yes;no;cellular;jun;wed;337.0;2;3;2;success;-1.7;94.055;-39.8;0.767;4991.6;yes
34.0;technician;single;professional.course;no;no;no;telephone;may;wed;27.0;1;999;0;;1.1;93.994;-36.4;4.859;5191.0;no
24.0;blue collar;divorced;basic.9y;no;no;no;cellular;may;wed;417.0;1;999;0;;-1.8;92.893;-46.2;1.281;5099.1;no
43.0;management;married;university.degree;no;no;no;cellular;nov;wed;382.0;2;999;0;;-0.1;93.2;-42.0;4.12;5195.8;no
46.0;admin.;married;high.school;no;no;no;telephone;aug;wed;231.0;2;999;0;;-2.9;92.201;-31.4;0.884;5076.2;yes
39.0;admin.;married;basic.9y;unknown;yes;no;telephone;may;wed;16.0;6;999;0;;-1.8;92.893;-46.2;1.281;5099.1;no
34.0;admin.;single;university.degree;no;yes;no;cellular;apr;tue;461.0;1;999;0;;;;;1.423;5099.1;yes
41.0;housemaid;single;university.degree;no;yes;no;telephone;may;mon;9.0;5;999;0;;;;;1.299;5099.1;no
57.0;technician;married;basic.9y;unknown;yes;yes;cellular;jul;thu;155.0;6;999;0;;1.4;93.918;-42.7;4.958;5228.1;no
32.0;admin.;single;high.school;no;no;no;cellular;nov;tue;1233.0;1;999;1;failure;-3.4;92.649;-30.1;0.72;5017.5;yes
35.0;admin.;single;high.school;no;no;no;cellular;may;tue;107.0;2;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1;no
59.0;retired;married;professional.course;unknown;no;no;telephone;may;wed;905.0;1;999;0;;1.1;93.994;-36.4;4.858;5191.0;yes
36.0;blue collar;married;basic.9y;no;yes;no;cellular;may;mon;227.0;2;999;0;;-1.8;92.893;-46.2;1.244;5099.1;no
26.0;blue collar;single;basic.9y;no;no;no;cellular;apr;mon;586.0;1;999;0;;-1.8;93.075;-47.1;1.405;5099.1;yes
45.0;entrepreneur;married;university.degree;no;yes;no;cellular;may;wed;1074.0;4;999;1;failure;-1.8;92.893;-46.2;1.334;5099.1;yes
58.0;housemaid;divorced;basic.4y;no;yes;yes;cellular;sep;wed;511.0;1;999;0;;-3.4;92.379;-29.8;0.781;5017.5;no
41.0;blue collar;married;basic.4y;no;no;no;cellular;jul;fri;623.0;3;999;0;;1.4;93.918;-42.7;4.957;5228.1;yes
58.0;retired;divorced;university.degree;no;yes;no;cellular;apr;wed;282.0;2;999;0;;-1.8;93.075;-47.1;1.415;5099.1;yes
65.0;housemaid;divorced;basic.4y;unknown;no;no;cellular;mar;fri;288.0;3;999;0;;-1.8;93.369;-34.8;0.636;5008.7;yes
32.0;technician;married;basic.9y;no;yes;no;cellular;sep;wed;155.0;1;6;1;success;-1.1;94.199;-37.5;0.879;4963.6;yes
52.0;blue collar;married;;no;no;yes;cellular;jul;mon;326.0;11;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
52.0;blue collar;married;basic.4y;unknown;yes;yes;cellular;aug;wed;1250.0;4;999;0;;1.4;93.444;-36.1;4.967;5228.1;yes
38.0;blue collar;married;high.school;unknown;yes;no;cellular;may;wed;839.0;2;7;1;success;-1.8;92.893;-46.2;1.334;5099.1;yes
48.0;admin.;married;high.school;no;yes;no;telephone;may;tue;;1;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
54.0;technician;married;basic.9y;no;no;no;cellular;nov;tue;293.0;3;7;2;failure;-3.4;92.649;-30.1;0.715;5017.5;yes
43.0;admin.;single;university.degree;no;no;no;cellular;aug;mon;99.0;5;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
55.0;blue collar;married;basic.4y;no;yes;no;cellular;aug;thu;100.0;1;999;0;;1.4;93.444;-36.1;4.968;5228.1;no
31.0;services;single;university.degree;no;no;no;cellular;may;mon;262.0;2;999;0;;-1.8;92.893;-46.2;1.264;5099.1;yes
54.0;blue collar;married;basic.9y;unknown;yes;no;cellular;may;wed;303.0;1;999;0;;-1.8;92.893;-46.2;1.334;5099.1;no
22.0;student;single;;no;yes;no;cellular;may;mon;171.0;2;3;2;success;-1.8;93.876;-40.0;0.682;5008.7;yes
30.0;blue collar;single;basic.4y;unknown;no;no;telephone;jun;mon;882.0;1;999;0;;1.4;94.465;-41.8;4.961;5228.1;yes
38.0;technician;single;university.degree;no;yes;no;cellular;dec;mon;329.0;2;999;0;;-3.0;92.713;-33.0;0.717;5023.5;yes
24.0;admin.;married;basic.9y;no;yes;no;telephone;may;mon;764.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;yes
41.0;admin.;married;university.degree;unknown;yes;no;cellular;may;fri;114.0;2;999;0;;-1.8;92.893;-46.2;1.313;5099.1;no
;management;single;university.degree;no;yes;no;cellular;apr;fri;271.0;2;999;0;;-1.8;93.075;-47.1;1.405;5099.1;yes
22.0;student;single;high.school;no;no;yes;telephone;jun;thu;166.0;2;999;0;;-2.9;92.963;-40.8;1.26;5076.2;yes
44.0;blue collar;married;basic.4y;no;yes;no;telephone;may;wed;786.0;1;999;0;;1.1;93.994;-36.4;4.856;5191.0;yes
42.0;admin.;married;university.degree;no;no;yes;cellular;nov;fri;902.0;1;999;0;;-0.1;93.2;-42.0;4.021;5195.8;yes
25.0;entrepreneur;single;professional.course;no;yes;no;cellular;jul;mon;354.0;1;999;0;;1.4;93.918;-42.7;4.96;5228.1;no
53.0;technician;married;;no;yes;no;telephone;jun;thu;134.0;3;999;0;;1.4;94.465;-41.8;4.958;5228.1;no
35.0;technician;married;university.degree;no;yes;no;cellular;aug;wed;182.0;1;6;3;failure;-1.7;94.027;-38.3;0.9;4991.6;yes
51.0;technician;married;university.degree;no;yes;no;cellular;aug;wed;512.0;5;999;0;;1.4;93.444;-36.1;4.964;5228.1;yes
36.0;admin.;divorced;university.degree;no;no;no;cellular;aug;mon;559.0;1;5;1;success;-2.9;92.201;-31.4;0.884;5076.2;yes
51.0;blue collar;married;basic.9y;unknown;no;no;cellular;may;fri;830.0;1;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1;yes
25.0;admin.;single;university.degree;no;no;yes;cellular;nov;mon;165.0;1;3;2;success;-3.4;92.649;-30.1;0.715;5017.5;yes
40.0;blue collar;married;basic.6y;no;yes;no;telephone;may;wed;927.0;1;999;0;;1.1;93.994;-36.4;4.859;5191.0;yes
44.0;technician;divorced;professional.course;unknown;yes;yes;cellular;aug;wed;418.0;4;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
77.0;retired;divorced;;no;yes;no;cellular;mar;tue;178.0;1;999;0;;-1.8;92.843;-50.0;1.614;5099.1;yes
29.0;technician;single;university.degree;no;no;no;cellular;jul;thu;292.0;1;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
30.0;management;single;university.degree;no;no;yes;cellular;jun;fri;244.0;7;999;0;;-2.9;92.963;-40.8;1.268;5076.2;yes
58.0;management;married;university.degree;no;yes;no;cellular;may;tue;640.0;1;999;0;;-1.8;92.893;-46.2;1.266;5099.1;yes
43.0;unemployed;married;basic.4y;no;no;no;telephone;may;wed;275.0;4;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
25.0;blue collar;single;high.school;no;no;no;cellular;may;fri;1068.0;3;999;0;;-1.8;92.893;-46.2;1.25;5099.1;yes
55.0;management;married;basic.9y;no;yes;no;telephone;jul;fri;106.0;3;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
56.0;self-employed;married;basic.9y;no;yes;no;cellular;aug;thu;793.0;5;999;0;;1.4;93.444;-36.1;4.963;5228.1;yes
26.0;admin.;married;basic.9y;no;no;no;cellular;jul;tue;878.0;2;999;0;;1.4;93.918;-42.7;4.961;5228.1;yes
31.0;technician;single;university.degree;no;yes;no;telephone;mar;fri;228.0;2;999;0;;-1.8;92.843;-50.0;1.531;5099.1;yes
35.0;technician;married;basic.9y;no;no;no;cellular;may;tue;580.0;1;999;0;;-1.8;92.893;-46.2;1.291;5099.1;yes
52.0;retired;married;high.school;no;yes;no;cellular;aug;fri;293.0;3;999;0;;1.4;93.444;-36.1;4.966;5228.1;no
58.0;blue collar;married;basic.4y;no;yes;no;cellular;aug;wed;127.0;1;999;0;;1.4;93.444;-36.1;4.967;5228.1;no
46.0;technician;married;university.degree;no;unknown;unknown;cellular;jul;wed;364.0;1;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
43.0;admin.;single;university.degree;no;no;no;cellular;aug;thu;153.0;5;999;0;;1.4;93.444;-36.1;4.963;5228.1;no
37.0;management;married;university.degree;no;yes;yes;telephone;aug;tue;365.0;2;6;1;success;-1.7;94.027;-38.3;0.904;4991.6;no
39.0;admin.;married;university.degree;no;no;no;cellular;jul;fri;743.0;13;999;0;;1.4;93.918;-42.7;4.962;5228.1;yes
27.0;admin.;single;high.school;no;yes;yes;cellular;may;wed;46.0;4;999;0;;-1.8;92.893;-46.2;1.281;5099.1;no
71.0;retired;married;basic.4y;no;yes;no;cellular;aug;fri;125.0;1;999;0;;-2.9;92.201;-31.4;0.869;5076.2;yes
36.0;blue collar;married;basic.9y;no;no;yes;telephone;jun;wed;920.0;1;999;0;;1.4;94.465;-41.8;4.864;5228.1;yes
61.0;admin.;married;university.degree;unknown;yes;no;cellular;jun;wed;1076.0;2;999;0;;-2.9;92.963;-40.8;1.26;5076.2;yes
27.0;admin.;married;basic.6y;no;no;no;cellular;may;fri;550.0;2;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1;no
33.0;unemployed;single;;no;yes;no;cellular;sep;fri;224.0;2;999;1;failure;-1.1;94.199;-37.5;0.879;4963.6;yes
46.0;technician;married;university.degree;unknown;no;yes;telephone;jun;thu;993.0;6;999;0;;1.4;94.465;-41.8;4.958;5228.1;yes
35.0;retired;single;basic.9y;unknown;yes;yes;telephone;may;mon;145.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
32.0;admin.;single;university.degree;no;yes;yes;cellular;aug;thu;1327.0;5;999;0;;1.4;93.444;-36.1;4.968;5228.1;yes
80.0;retired;married;basic.4y;no;yes;no;cellular;mar;thu;156.0;1;999;0;;-1.8;93.369;-34.8;0.635;5008.7;yes
41.0;blue collar;married;basic.6y;no;yes;yes;telephone;jul;wed;47.0;1;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
;blue collar;married;basic.4y;unknown;unknown;unknown;telephone;may;wed;18.0;1;999;0;;-1.8;92.893;-46.2;1.281;5099.1;no
57.0;blue collar;divorced;basic.4y;unknown;yes;no;telephone;may;tue;47.0;1;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
47.0;services;single;basic.9y;no;no;no;cellular;jul;mon;64.0;2;999;0;;1.4;93.918;-42.7;4.96;5228.1;no
19.0;student;single;;no;yes;yes;cellular;apr;fri;72.0;4;999;0;;;;;1.405;5099.1;no
46.0;admin.;married;university.degree;unknown;yes;no;cellular;aug;tue;66.0;2;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
36.0;admin.;married;university.degree;no;yes;no;telephone;jun;mon;152.0;2;999;0;;1.4;94.465;-41.8;4.961;5228.1;no
56.0;retired;married;basic.6y;no;yes;no;telephone;apr;mon;172.0;1;999;0;;-1.8;93.075;-47.1;1.466;5099.1;no
35.0;blue collar;married;basic.6y;no;yes;no;cellular;may;mon;214.0;2;999;0;;-1.8;92.893;-46.2;1.299;5099.1;no
37.0;management;single;university.degree;no;yes;no;cellular;may;tue;42.0;1;999;1;failure;-1.8;92.893;-46.2;1.344;5099.1;no
46.0;admin.;married;high.school;no;no;no;telephone;jun;fri;10.0;2;999;0;;1.4;94.465;-41.8;4.959;5228.1;no
31.0;services;married;basic.9y;no;no;no;cellular;jul;wed;679.0;1;999;0;;1.4;93.918;-42.7;4.962;5228.1;yes
30.0;admin.;married;university.degree;no;yes;no;cellular;apr;tue;496.0;1;999;0;;-1.8;93.075;-47.1;1.423;5099.1;yes
43.0;admin.;single;high.school;no;no;no;cellular;may;thu;209.0;2;999;0;;-1.8;92.893;-46.2;1.327;5099.1;no
;retired;married;high.school;unknown;yes;no;cellular;aug;thu;674.0;1;999;0;;1.4;93.444;-36.1;4.968;5228.1;yes
59.0;services;divorced;basic.6y;no;yes;no;cellular;may;tue;318.0;1;999;0;;-1.8;92.893;-46.2;1.291;5099.1;no
32.0;admin.;single;university.degree;no;yes;no;telephone;may;wed;76.0;1;999;0;;-1.8;92.893;-46.2;1.27;5099.1;no
32.0;admin.;married;professional.course;no;no;yes;cellular;oct;tue;221.0;1;6;1;success;-3.4;92.431;-26.9;0.742;5017.5;yes
35.0;entrepreneur;divorced;university.degree;no;no;no;cellular;apr;mon;;1;999;0;;-1.8;93.075;-47.1;1.405;5099.1;yes
38.0;admin.;married;university.degree;no;no;no;telephone;may;mon;543.0;4;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
58.0;self-employed;divorced;;no;yes;no;telephone;may;thu;491.0;2;999;0;;1.1;93.994;-36.4;4.86;5191.0;no
37.0;admin.;married;high.school;no;yes;no;telephone;may;wed;191.0;1;999;0;;1.1;93.994;-36.4;4.859;5191.0;no
49.0;admin.;married;high.school;unknown;no;no;cellular;oct;wed;169.0;1;6;3;success;-1.1;94.601;-49.5;0.985;4963.6;yes
55.0;retired;married;professional.course;no;yes;no;cellular;jul;fri;1031.0;8;999;0;;1.4;93.918;-42.7;4.962;5228.1;yes
39.0;technician;married;professional.course;no;no;no;cellular;aug;thu;129.0;1;999;0;;1.4;93.444;-36.1;4.963;5228.1;no
37.0;admin.;married;university.degree;no;yes;no;cellular;jul;mon;227.0;2;999;0;;-2.9;92.469;-33.6;1.048;5076.2;yes
28.0;management;single;university.degree;no;yes;no;cellular;jun;thu;339.0;3;6;2;success;-1.7;94.055;-39.8;0.729;4991.6;yes
40.0;blue collar;married;basic.4y;no;no;no;cellular;may;mon;15.0;7;999;0;;-1.8;92.893;-46.2;1.299;5099.1;no
33.0;technician;divorced;professional.course;no;no;no;telephone;may;mon;1218.0;3;999;0;;1.1;93.994;-36.4;4.858;5191.0;yes
32.0;blue collar;married;basic.6y;no;no;no;telephone;jun;fri;642.0;2;999;0;;1.4;94.465;-41.8;4.967;5228.1;yes
57.0;admin.;single;university.degree;no;no;no;cellular;aug;thu;105.0;1;999;0;;1.4;93.444;-36.1;4.968;5228.1;no
55.0;technician;married;university.degree;no;no;no;telephone;jun;tue;126.0;1;999;0;;1.4;94.465;-41.8;4.961;5228.1;no
24.0;;single;university.degree;no;yes;no;cellular;jun;tue;728.0;1;999;0;;-2.9;92.963;-40.8;1.262;5076.2;yes
26.0;admin.;single;high.school;no;no;yes;telephone;jun;mon;445.0;1;999;0;;1.4;94.465;-41.8;4.865;5228.1;no
41.0;entrepreneur;single;high.school;no;yes;no;telephone;jul;thu;153.0;2;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
33.0;self-employed;single;university.degree;no;unknown;unknown;telephone;jun;fri;38.0;5;999;0;;1.4;94.465;-41.8;4.959;5228.1;no
32.0;admin.;single;university.degree;no;yes;no;cellular;aug;tue;460.0;2;999;0;;1.4;93.444;-36.1;4.966;5228.1;no
32.0;management;single;university.degree;no;yes;no;cellular;apr;fri;709.0;1;999;0;;-1.8;93.075;-47.1;1.405;5099.1;yes
33.0;admin.;single;university.degree;no;yes;no;cellular;aug;thu;175.0;1;999;0;;1.4;93.444;-36.1;4.964;5228.1;no
39.0;blue collar;married;basic.6y;no;no;no;cellular;aug;thu;320.0;2;3;1;success;-2.9;92.201;-31.4;0.873;5076.2;yes
45.0;housemaid;married;basic.4y;no;yes;no;cellular;apr;mon;158.0;2;999;0;;-1.8;93.075;-47.1;1.405;5099.1;yes
47.0;admin.;single;basic.9y;no;yes;yes;cellular;jul;thu;392.0;2;6;1;success;-1.7;94.215;-40.3;0.846;4991.6;yes
42.0;self-employed;married;university.degree;no;no;no;cellular;aug;fri;1206.0;4;999;0;;1.4;93.444;-36.1;4.966;5228.1;yes
52.0;management;married;high.school;no;yes;yes;cellular;aug;tue;167.0;1;10;4;failure;-2.9;92.201;-31.4;0.883;5076.2;yes
36.0;admin.;married;high.school;no;yes;no;telephone;jun;wed;159.0;1;999;0;;1.4;94.465;-41.8;4.962;5228.1;no
75.0;retired;married;;no;no;no;cellular;sep;tue;191.0;1;999;1;failure;-3.4;92.379;-29.8;0.788;5017.5;yes
57.0;blue collar;married;basic.4y;unknown;yes;no;cellular;jul;mon;769.0;3;999;0;;1.4;93.918;-42.7;4.96;5228.1;no
34.0;technician;married;professional.course;no;yes;no;cellular;sep;wed;233.0;2;999;0;;-3.4;92.379;-29.8;0.813;5017.5;yes
41.0;blue collar;married;professional.course;unknown;no;no;cellular;apr;fri;247.0;1;999;0;;-1.8;93.075;-47.1;1.405;5099.1;no
28.0;services;married;high.school;no;yes;no;cellular;jul;tue;191.0;1;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
31.0;admin.;single;university.degree;no;yes;no;cellular;nov;thu;353.0;1;999;0;;-1.1;94.767;-50.8;1.031;4963.6;yes
26.0;admin.;married;university.degree;no;yes;yes;telephone;may;fri;13.0;1;999;0;;1.1;93.994;-36.4;4.855;5191.0;no
32.0;admin.;married;university.degree;no;no;no;cellular;sep;thu;444.0;1;999;1;failure;-3.4;92.379;-29.8;0.809;5017.5;yes
35.0;admin.;single;university.degree;no;no;no;telephone;jun;mon;320.0;2;999;0;;1.4;94.465;-41.8;4.96;5228.1;no
24.0;student;single;;no;yes;yes;cellular;jun;tue;124.0;1;999;1;failure;-2.9;92.963;-40.8;1.206;5076.2;no
40.0;entrepreneur;married;basic.4y;unknown;yes;no;telephone;jun;tue;76.0;6;999;0;;1.4;94.465;-41.8;4.961;5228.1;no
36.0;services;married;high.school;no;no;no;telephone;may;tue;158.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
30.0;unemployed;married;high.school;no;yes;yes;telephone;may;mon;104.0;4;999;0;;-1.8;92.893;-46.2;1.354;5099.1;no
36.0;admin.;single;university.degree;no;yes;no;cellular;nov;thu;120.0;1;999;0;;-0.1;93.2;-42.0;4.076;5195.8;no
57.0;technician;married;high.school;no;yes;yes;cellular;aug;wed;290.0;2;4;1;success;-2.9;92.201;-31.4;0.884;5076.2;yes
49.0;admin.;divorced;basic.6y;no;no;no;cellular;nov;tue;295.0;2;999;0;;-0.1;93.2;-42.0;4.153;5195.8;no
65.0;retired;married;university.degree;no;no;no;cellular;nov;fri;226.0;1;3;3;success;-3.4;92.649;-30.1;0.714;5017.5;yes
56.0;technician;divorced;professional.course;no;yes;no;telephone;jul;fri;159.0;4;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
36.0;blue collar;married;basic.9y;no;yes;no;cellular;jul;mon;57.0;5;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
34.0;technician;single;professional.course;no;yes;no;cellular;mar;fri;266.0;1;999;0;;-1.8;92.843;-50.0;1.726;5099.1;yes
46.0;blue collar;married;basic.4y;no;yes;no;telephone;may;fri;1392.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;yes
41.0;entrepreneur;married;university.degree;no;yes;no;cellular;aug;thu;324.0;1;999;0;;-1.7;94.027;-38.3;0.904;4991.6;yes
33.0;technician;married;university.degree;no;no;no;cellular;may;wed;1489.0;3;999;0;;-1.8;92.893;-46.2;1.334;5099.1;yes
34.0;admin.;married;university.degree;no;no;no;cellular;oct;thu;401.0;1;999;0;;-3.4;92.431;-26.9;0.722;5017.5;yes
29.0;technician;single;university.degree;no;yes;no;cellular;dec;mon;264.0;2;999;0;;-3.0;92.713;-33.0;0.709;5023.5;yes
45.0;entrepreneur;married;university.degree;no;yes;yes;telephone;may;fri;515.0;1;999;0;;1.1;93.994;-36.4;4.859;5191.0;yes
37.0;management;married;high.school;no;yes;no;cellular;aug;thu;633.0;1;999;0;;-1.7;94.027;-38.3;0.904;4991.6;yes
31.0;services;divorced;high.school;unknown;yes;no;cellular;may;thu;236.0;1;999;0;;-1.8;92.893;-46.2;1.327;5099.1;no
48.0;blue collar;married;basic.4y;unknown;yes;no;cellular;aug;thu;115.0;3;999;0;;1.4;93.444;-36.1;4.968;5228.1;no
41.0;blue collar;married;basic.6y;no;yes;no;cellular;nov;wed;264.0;2;999;0;;-0.1;93.2;-42.0;4.12;5195.8;no
32.0;technician;divorced;high.school;no;unknown;unknown;cellular;aug;tue;301.0;10;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
53.0;technician;married;basic.9y;no;no;no;telephone;jun;mon;1049.0;6;999;0;;1.4;94.465;-41.8;4.947;5228.1;yes
57.0;housemaid;married;basic.4y;no;no;no;cellular;apr;wed;224.0;2;6;1;success;-1.8;93.749;-34.6;0.642;5008.7;yes
42.0;technician;married;university.degree;no;yes;no;cellular;aug;fri;103.0;5;999;0;;1.4;93.444;-36.1;4.966;5228.1;no
30.0;technician;single;professional.course;no;yes;no;cellular;aug;thu;452.0;5;999;0;;1.4;93.444;-36.1;4.968;5228.1;yes
42.0;services;married;professional.course;no;yes;no;telephone;may;thu;813.0;1;999;0;;1.1;93.994;-36.4;4.855;5191.0;yes
27.0;services;married;basic.9y;no;yes;no;telephone;may;fri;162.0;2;999;0;;1.1;93.994;-36.4;4.855;5191.0;no
30.0;student;single;high.school;no;no;no;telephone;may;fri;300.0;3;999;0;;-1.8;93.876;-40.0;0.682;5008.7;yes
34.0;admin.;married;high.school;unknown;yes;no;cellular;aug;fri;398.0;1;999;0;;1.4;93.444;-36.1;4.963;5228.1;no
35.0;admin.;single;university.degree;unknown;no;no;cellular;jul;thu;863.0;1;999;0;;1.4;93.918;-42.7;4.963;5228.1;yes
30.0;blue collar;single;basic.9y;no;yes;no;telephone;may;mon;157.0;3;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
48.0;unemployed;married;university.degree;no;yes;no;cellular;nov;thu;60.0;1;999;0;;-0.1;93.2;-42.0;4.076;5195.8;no
56.0;blue collar;married;basic.4y;unknown;no;no;telephone;jun;fri;1276.0;2;999;0;;1.4;94.465;-41.8;4.967;5228.1;yes
30.0;technician;married;professional.course;no;no;no;telephone;may;thu;390.0;3;999;0;;1.1;93.994;-36.4;4.855;5191.0;no
34.0;management;married;university.degree;no;yes;yes;cellular;apr;mon;107.0;1;999;0;;-1.8;93.075;-47.1;1.405;5099.1;yes
30.0;entrepreneur;married;basic.9y;no;no;no;telephone;jun;fri;153.0;2;999;0;;1.4;94.465;-41.8;4.947;5228.1;no
49.0;admin.;married;university.degree;unknown;yes;no;telephone;may;tue;79.0;1;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
35.0;blue collar;married;basic.6y;no;yes;no;cellular;may;fri;832.0;1;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1;yes
30.0;services;married;high.school;no;yes;yes;telephone;jul;mon;342.0;9;999;0;;1.4;93.918;-42.7;4.96;5228.1;no
43.0;blue collar;married;basic.9y;unknown;yes;no;telephone;jun;mon;1395.0;2;999;0;;1.4;94.465;-41.8;4.96;5228.1;yes
56.0;management;divorced;;no;yes;no;cellular;nov;thu;893.0;7;999;0;;-3.4;92.649;-30.1;0.714;5017.5;yes
43.0;technician;single;professional.course;no;yes;no;cellular;jul;tue;64.0;3;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
48.0;admin.;divorced;high.school;unknown;yes;yes;cellular;may;mon;466.0;1;999;0;;-1.8;92.893;-46.2;1.299;5099.1;yes
53.0;technician;married;professional.course;unknown;yes;no;telephone;may;thu;920.0;2;999;0;;1.1;93.994;-36.4;4.86;5191.0;yes
30.0;admin.;single;university.degree;no;yes;no;telephone;may;thu;68.0;1;999;0;;1.1;93.994;-36.4;4.86;5191.0;no
60.0;retired;married;high.school;no;no;no;telephone;may;wed;278.0;2;999;0;;1.1;93.994;-36.4;4.859;5191.0;no
35.0;technician;single;professional.course;no;yes;yes;cellular;aug;tue;259.0;1;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
27.0;admin.;single;;no;no;no;cellular;mar;mon;291.0;1;999;3;failure;-1.8;93.369;-34.8;0.639;5008.7;yes
29.0;admin.;single;university.degree;no;yes;no;cellular;oct;mon;526.0;1;999;0;;-1.1;94.601;-49.5;1.0;4963.6;yes
27.0;services;single;basic.9y;no;yes;yes;cellular;jul;tue;88.0;6;999;0;;1.4;93.918;-42.7;4.961;5228.1;no
52.0;blue collar;married;basic.9y;unknown;no;no;telephone;jul;fri;1492.0;2;999;0;;1.4;93.918;-42.7;4.962;5228.1;yes
31.0;admin.;single;high.school;no;yes;no;cellular;jul;wed;91.0;1;999;1;failure;-1.7;94.215;-40.3;0.84;4991.6;no
28.0;technician;married;professional.course;no;no;no;cellular;jul;tue;261.0;3;999;0;;1.4;93.918;-42.7;4.961;5228.1;no
48.0;technician;single;;unknown;no;no;telephone;may;thu;257.0;7;999;0;;1.1;93.994;-36.4;4.86;5191.0;no
47.0;admin.;single;university.degree;no;no;no;cellular;oct;mon;767.0;3;999;0;;-1.1;94.601;-49.5;1.0;4963.6;yes
34.0;self-employed;single;university.degree;no;yes;no;telephone;jun;fri;19.0;2;999;0;;1.4;94.465;-41.8;4.959;5228.1;no
43.0;self-employed;married;university.degree;no;no;no;cellular;jul;tue;386.0;3;999;1;failure;-1.7;94.215;-40.3;0.797;4991.6;yes
32.0;blue collar;married;basic.9y;no;yes;no;telephone;jun;fri;123.0;3;999;0;;1.4;94.465;-41.8;4.959;5228.1;no
37.0;technician;married;university.degree;no;yes;no;cellular;may;mon;288.0;1;3;1;success;-1.8;92.893;-46.2;1.264;5099.1;yes
56.0;services;married;basic.9y;unknown;no;no;telephone;may;mon;379.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
41.0;technician;divorced;professional.course;no;no;no;cellular;aug;wed;16.0;13;999;0;;1.4;93.444;-36.1;4.964;5228.1;no
23.0;student;single;basic.9y;no;yes;no;cellular;sep;mon;502.0;1;999;1;failure;-1.1;94.199;-37.5;0.879;4963.6;no
60.0;retired;married;university.degree;no;yes;no;cellular;may;tue;133.0;1;3;1;success;-1.8;92.893;-46.2;1.266;5099.1;yes
48.0;blue collar;married;high.school;no;yes;no;telephone;jun;thu;700.0;2;999;0;;1.4;94.465;-41.8;4.958;5228.1;no
